Genero,Edad,estrato,price_plan,nombre_zone,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
M,28,4,63749.0,N,Errores en la Solicitud,2,28,0,18-29,Internet-voz,100
H,24,4,77520.0,C,No Aplica,8,2,1,18-29,Internet,350
M,46,5,70549.0,S,No Aplica,3,18,1,40-49,Internet-voz,200
M,40,4,67920.0,S,No Aplica,12,17,1,40-49,Internet,250
H,59,2,61965.0,S,No Aplica,11,5,1,50-59,Internet-voz,250
H,53,4,76415.0,S,Doble Solicitud,7,5,0,50-59,Internet-voz,250
M,27,3,70549.0,N,Otro,1,20,0,18-29,Internet-voz,200
H,53,3,74399.0,O,No Aplica,4,29,1,50-59,Internet-voz,300
M,40,5,56249.0,S,Errores en la Solicitud,3,6,0,40-49,Internet,100
H,25,4,76415.0,C,No Aplica,12,5,1,18-29,Internet-voz,250
H,25,1,62250.0,O,Financiero,6,27,0,18-29,Internet,200
H,25,5,59999.0,C,No Aplica,6,1,1,18-29,Internet,100
M,26,3,62800.0,S,No Aplica,1,17,1,18-29,Internet,350
H,65,1,61965.0,O,No Aplica,8,22,1,60-69,Internet-voz,250
M,26,4,69749.0,S,Falta de Interés,12,2,0,18-29,Internet,300
H,47,2,68850.0,C,No Aplica,10,8,1,40-49,Internet-voz,350
H,40,3,69749.0,S,Falta de Interés,5,30,0,40-49,Internet,300
H,48,1,70549.0,S,Financiero,6,21,0,40-49,Internet-voz,200
H,40,1,68850.0,O,No Aplica,12,27,1,40-49,Internet-voz,350
M,47,3,74399.0,S,Otro,8,31,0,40-49,Internet-voz,300
M,49,2,70549.0,O,No Aplica,6,11,1,40-49,Internet-voz,200
H,34,2,63749.0,O,No Aplica,6,27,1,30-39,Internet-voz,100
H,24,2,68850.0,N,No Aplica,11,28,1,18-29,Internet-voz,350
H,45,2,55120.0,C,No Aplica,8,22,1,40-49,Internet,250
M,30,3,70549.0,S,Tiempos y Procesos,3,15,0,30-39,Internet-voz,200
H,51,3,68850.0,O,No Aplica,12,11,1,50-59,Internet-voz,350
M,26,3,74399.0,C,No Aplica,5,17,1,18-29,Internet-voz,300
H,30,3,68850.0,S,Financiero,8,12,0,30-39,Internet-voz,350
M,54,4,59999.0,S,No Aplica,2,9,1,50-59,Internet-voz,100
H,55,2,61965.0,O,No Aplica,10,29,1,50-59,Internet-voz,250
M,39,6,64800.0,C,Errores en la Solicitud,9,27,0,30-39,Internet-voz,350
H,31,1,63749.0,O,Errores en la Solicitud,1,31,0,30-39,Internet-voz,100
M,32,4,76415.0,S,No Aplica,11,8,1,30-39,Internet-voz,250
H,64,3,74399.0,S,Falta de Interés,11,2,0,60-69,Internet-voz,300
H,22,3,61965.0,S,No Aplica,8,18,1,18-29,Internet-voz,250
H,42,4,62250.0,S,Falta de Interés,5,3,0,40-49,Internet,200
H,18,3,74399.0,N,Falta de Interés,10,28,0,18-29,Internet-voz,300
H,27,2,58565.0,S,No Aplica,10,17,1,18-29,Internet,250
H,31,1,68850.0,O,No Aplica,11,13,1,30-39,Internet-voz,350
H,52,2,79049.0,C,Errores en la Solicitud,6,26,0,50-59,Internet-voz,300
H,55,3,69749.0,N,Falta de Interés,4,10,0,50-59,Internet,300
H,65,2,79049.0,N,No Aplica,5,27,1,60-69,Internet-voz,300
H,26,2,61965.0,O,No Aplica,8,27,1,18-29,Internet-voz,250
H,32,1,55120.0,O,No Aplica,10,28,1,30-39,Internet,250
H,19,3,61965.0,O,Errores en la Solicitud,7,8,0,18-29,Internet-voz,250
H,66,1,56249.0,O,Financiero,4,15,0,60-69,Internet,100
M,18,1,59999.0,O,No Aplica,3,4,1,18-29,Internet-voz,100
H,31,3,74399.0,C,No Aplica,3,1,1,30-39,Internet-voz,300
H,31,3,70549.0,S,Tiempos y Procesos,5,7,0,30-39,Internet-voz,200
H,60,3,63749.0,C,No Aplica,4,29,1,60-69,Internet-voz,100
H,38,2,70549.0,O,Doble Solicitud,2,25,0,30-39,Internet-voz,200
H,65,1,63749.0,O,No Aplica,2,28,1,60-69,Internet-voz,100
M,57,2,61965.0,N,No Aplica,11,11,1,50-59,Internet-voz,250
H,58,3,70549.0,S,No Aplica,6,22,1,50-59,Internet-voz,200
H,20,3,68850.0,C,No Aplica,8,23,1,18-29,Internet-voz,350
M,63,2,63749.0,C,No Aplica,2,22,1,60-69,Internet-voz,100
M,55,1,63749.0,O,No Aplica,2,12,1,50-59,Internet-voz,100
H,52,2,63749.0,N,Errores en la Solicitud,5,29,0,50-59,Internet-voz,100
M,23,4,70549.0,S,No Aplica,3,14,1,18-29,Internet-voz,200
H,40,3,79049.0,N,Errores en la Solicitud,3,22,0,40-49,Internet-voz,300
H,53,2,61965.0,N,Tiempos y Procesos,9,12,0,50-59,Internet-voz,250
H,56,5,79049.0,C,Errores en la Solicitud,2,23,0,50-59,Internet-voz,300
H,42,1,63749.0,O,No Aplica,6,12,1,40-49,Internet-voz,100
H,46,1,79049.0,O,No Aplica,5,16,1,40-49,Internet-voz,300
H,50,2,79049.0,N,No Aplica,5,29,1,50-59,Internet-voz,300
H,22,1,62250.0,O,Falta de Interés,8,22,0,18-29,Internet,200
M,44,3,64800.0,C,No Aplica,8,31,1,40-49,Internet-voz,350
H,45,3,61965.0,S,No Aplica,11,15,1,40-49,Internet-voz,250
M,29,2,62250.0,O,No Aplica,4,23,1,18-29,Internet,200
H,51,2,70549.0,C,No Aplica,5,10,1,50-59,Internet-voz,200
H,26,1,61965.0,O,Financiero,12,14,0,18-29,Internet-voz,250
H,18,5,79049.0,S,No Aplica,2,28,1,18-29,Internet-voz,300
H,57,2,69749.0,N,No Aplica,1,16,1,50-59,Internet,300
M,24,2,79049.0,S,Falta de Interés,4,26,0,18-29,Internet-voz,300
M,61,2,63749.0,S,Tiempos y Procesos,3,7,0,60-69,Internet-voz,100
H,53,3,69749.0,N,No Aplica,4,9,1,50-59,Internet,300
H,50,2,70549.0,C,No Aplica,5,16,1,50-59,Internet-voz,200
M,34,1,62250.0,O,No Aplica,2,21,1,30-39,Internet,200
H,21,4,63749.0,S,No Aplica,5,20,1,18-29,Internet-voz,100
M,29,3,61965.0,N,Doble Solicitud,7,8,0,18-29,Internet-voz,250
M,34,1,63749.0,O,No Aplica,4,26,1,30-39,Internet-voz,100
M,65,3,68850.0,O,Errores en la Solicitud,11,20,0,60-69,Internet-voz,350
M,42,2,56249.0,C,No Aplica,11,22,1,40-49,Internet,100
H,66,5,77520.0,S,No Aplica,10,9,1,60-69,Internet,350
H,56,4,76415.0,S,No Aplica,12,5,1,50-59,Internet-voz,250
M,35,1,63749.0,N,Otro,2,21,0,30-39,Internet-voz,100
H,36,3,62800.0,O,No Aplica,7,7,1,30-39,Internet,350
H,32,1,59999.0,O,No Aplica,5,9,1,30-39,Internet-voz,100
H,30,1,68850.0,O,No Aplica,11,27,1,30-39,Internet-voz,350
H,27,2,62250.0,N,Errores en la Solicitud,10,25,0,18-29,Internet,200
H,63,1,68850.0,O,Tiempos y Procesos,8,9,0,60-69,Internet-voz,350
H,23,4,62250.0,S,Falta de Interés,7,6,0,18-29,Internet,200
M,33,2,63749.0,N,Financiero,4,17,0,30-39,Internet-voz,100
H,44,1,63749.0,S,No Aplica,3,14,1,40-49,Internet-voz,100
H,61,1,68850.0,O,No Aplica,8,21,1,60-69,Internet-voz,350
H,18,5,71920.0,N,Errores en la Solicitud,2,26,0,18-29,Internet-voz,250
H,37,1,62800.0,O,No Aplica,8,6,1,30-39,Internet,350
H,32,4,70549.0,S,No Aplica,6,23,1,30-39,Internet-voz,200
H,30,3,56249.0,S,No Aplica,2,22,1,30-39,Internet,100
H,45,2,63749.0,C,Financiero,6,8,0,40-49,Internet-voz,100
H,20,3,68850.0,S,No Aplica,8,5,1,18-29,Internet-voz,350
H,28,1,68850.0,O,No Aplica,9,13,1,18-29,Internet-voz,350
M,44,2,63749.0,O,Financiero,4,21,0,40-49,Internet-voz,100
H,44,4,70549.0,C,Doble Solicitud,2,12,0,40-49,Internet-voz,200
H,50,3,79049.0,S,Errores en la Solicitud,5,14,0,50-59,Internet-voz,300
H,25,2,69749.0,C,Financiero,2,1,0,18-29,Internet,300
H,62,4,66399.0,O,Falta de Interés,8,11,0,60-69,Internet-voz,200
H,35,4,79049.0,S,No Aplica,4,17,1,30-39,Internet-voz,300
H,27,1,68850.0,O,Financiero,12,20,0,18-29,Internet-voz,350
H,33,1,61965.0,O,Tiempos y Procesos,7,16,0,30-39,Internet-voz,250
H,18,2,68850.0,N,Financiero,10,10,0,18-29,Internet-voz,350
H,23,2,63749.0,O,No Aplica,5,2,1,18-29,Internet-voz,100
M,57,3,70549.0,N,No Aplica,5,21,1,50-59,Internet-voz,200
M,37,3,69749.0,C,Otro,9,14,0,30-39,Internet,300
H,22,6,70549.0,C,No Aplica,6,26,1,18-29,Internet-voz,200
H,49,1,79049.0,O,No Aplica,6,18,1,40-49,Internet-voz,300
H,26,2,70549.0,C,No Aplica,5,7,1,18-29,Internet-voz,200
H,51,6,63749.0,C,No Aplica,2,28,1,50-59,Internet-voz,100
M,55,3,61965.0,S,No Aplica,8,25,1,50-59,Internet-voz,250
H,44,4,79049.0,N,No Aplica,6,14,1,40-49,Internet-voz,300
H,18,6,63749.0,S,No Aplica,2,21,1,18-29,Internet-voz,100
M,43,2,61965.0,O,Doble Solicitud,11,28,0,40-49,Internet-voz,250
H,40,6,76415.0,C,Tiempos y Procesos,10,12,0,40-49,Internet-voz,250
H,37,3,70549.0,N,No Aplica,12,27,1,30-39,Internet-voz,200
H,27,3,55120.0,S,No Aplica,12,10,1,18-29,Internet,250
H,58,3,55120.0,N,No Aplica,12,27,1,50-59,Internet,250
M,20,3,61965.0,S,Financiero,9,4,0,18-29,Internet-voz,250
H,49,3,70549.0,N,No Aplica,6,13,1,40-49,Internet-voz,200
M,54,4,72165.0,S,No Aplica,12,19,1,50-59,Internet,250
H,65,3,58565.0,N,No Aplica,10,22,1,60-69,Internet,250
H,66,1,63749.0,N,Errores en la Solicitud,3,26,0,60-69,Internet-voz,100
H,22,3,55120.0,C,No Aplica,11,27,1,18-29,Internet,250
H,34,6,76415.0,C,Doble Solicitud,8,6,0,30-39,Internet-voz,250
M,50,2,61965.0,O,No Aplica,11,9,1,50-59,Internet-voz,250
H,38,3,70549.0,S,No Aplica,5,22,1,30-39,Internet-voz,200
H,24,2,63749.0,C,No Aplica,1,11,1,18-29,Internet-voz,100
M,32,2,79049.0,C,No Aplica,5,2,1,30-39,Internet-voz,300
M,30,2,63749.0,S,Otro,1,12,0,30-39,Internet-voz,100
H,61,1,70549.0,S,Errores en la Solicitud,3,26,0,60-69,Internet-voz,200
M,63,4,63749.0,S,Otro,1,22,0,60-69,Internet-voz,100
H,26,4,70549.0,S,Tiempos y Procesos,2,29,0,18-29,Internet-voz,200
M,65,5,67920.0,S,Errores en la Solicitud,10,31,0,60-69,Internet,250
H,51,1,61965.0,O,No Aplica,10,18,1,50-59,Internet-voz,250
M,42,4,70549.0,S,No Aplica,6,17,1,40-49,Internet-voz,200
H,44,4,67920.0,S,No Aplica,8,28,1,40-49,Internet,250
H,36,4,63749.0,C,No Aplica,4,12,1,30-39,Internet-voz,100
H,35,2,63749.0,O,No Aplica,2,5,1,30-39,Internet-voz,100
M,44,2,70549.0,C,No Aplica,4,9,1,40-49,Internet-voz,200
H,57,2,74999.0,C,No Aplica,6,6,1,50-59,Internet-voz,100
M,37,2,63749.0,N,No Aplica,2,20,1,30-39,Internet-voz,100
H,63,3,70549.0,N,No Aplica,2,9,1,60-69,Internet-voz,200
M,28,1,61965.0,O,No Aplica,10,18,1,18-29,Internet-voz,250
M,29,3,61965.0,S,Doble Solicitud,10,12,0,18-29,Internet-voz,250
M,50,2,61965.0,S,No Aplica,11,22,1,50-59,Internet-voz,250
H,59,2,70549.0,S,Otro,2,22,0,50-59,Internet-voz,200
M,45,1,70549.0,O,No Aplica,6,4,1,40-49,Internet-voz,200
H,36,5,76415.0,S,Doble Solicitud,12,19,0,30-39,Internet-voz,250
H,38,3,74399.0,C,No Aplica,2,19,1,30-39,Internet-voz,300
H,57,4,79049.0,C,Otro,1,11,0,50-59,Internet-voz,300
M,23,2,61965.0,N,Doble Solicitud,7,13,0,18-29,Internet-voz,250
H,43,2,70549.0,N,No Aplica,5,25,1,40-49,Internet-voz,200
M,43,4,79049.0,C,No Aplica,3,20,1,40-49,Internet-voz,300
H,32,2,74399.0,N,No Aplica,5,21,1,30-39,Internet-voz,300
H,18,2,70549.0,N,Errores en la Solicitud,3,14,0,18-29,Internet-voz,200
H,59,3,69749.0,O,No Aplica,3,3,1,50-59,Internet,300
H,39,1,63749.0,O,No Aplica,2,14,1,30-39,Internet-voz,100
H,28,3,68850.0,C,No Aplica,9,18,1,18-29,Internet-voz,350
M,46,1,61965.0,O,No Aplica,9,12,1,40-49,Internet-voz,250
M,20,6,76415.0,S,No Aplica,10,15,1,18-29,Internet-voz,250
M,61,1,70549.0,O,Otro,1,22,0,60-69,Internet-voz,200
M,31,4,77520.0,S,No Aplica,10,11,1,30-39,Internet,350
M,20,2,63749.0,O,No Aplica,4,13,1,18-29,Internet-voz,100
M,28,3,66399.0,S,No Aplica,9,11,1,18-29,Internet-voz,200
M,38,2,63749.0,C,No Aplica,1,22,1,30-39,Internet-voz,100
H,30,1,63749.0,O,No Aplica,2,2,1,30-39,Internet-voz,100
H,28,4,79049.0,S,No Aplica,3,10,1,18-29,Internet-voz,300
H,43,1,58320.0,O,No Aplica,7,18,1,40-49,Internet-voz,250
H,36,1,79049.0,O,No Aplica,5,21,1,30-39,Internet-voz,300
H,27,3,68850.0,C,No Aplica,9,18,1,18-29,Internet-voz,350
H,59,3,63749.0,N,No Aplica,6,21,1,50-59,Internet-voz,100
H,44,2,56249.0,C,Otro,1,13,0,40-49,Internet,100
M,35,6,79049.0,C,Errores en la Solicitud,6,28,0,30-39,Internet-voz,300
H,44,3,62800.0,O,No Aplica,2,4,1,40-49,Internet,350
H,49,4,79049.0,S,No Aplica,2,17,1,40-49,Internet-voz,300
M,52,2,63749.0,N,No Aplica,6,13,1,50-59,Internet-voz,100
H,27,1,61965.0,O,No Aplica,9,17,1,18-29,Internet-voz,250
M,65,1,63749.0,O,No Aplica,3,20,1,60-69,Internet-voz,100
H,36,2,64800.0,S,Errores en la Solicitud,8,6,0,30-39,Internet-voz,350
H,47,1,61965.0,S,No Aplica,11,28,1,40-49,Internet-voz,250
M,66,1,61965.0,O,No Aplica,8,23,1,60-69,Internet-voz,250
M,32,3,74399.0,N,No Aplica,6,22,1,30-39,Internet,300
H,32,6,79049.0,C,Otro,1,16,0,30-39,Internet-voz,300
M,23,3,63749.0,S,No Aplica,3,18,1,18-29,Internet-voz,100
M,60,5,76415.0,C,No Aplica,11,25,1,60-69,Internet-voz,250
H,19,2,61965.0,C,No Aplica,11,9,1,18-29,Internet-voz,250
H,23,3,82999.0,O,Otro,1,2,0,18-29,Internet-voz,200
H,21,2,68850.0,N,No Aplica,7,8,1,18-29,Internet-voz,350
M,29,1,63749.0,O,No Aplica,1,23,1,18-29,Internet-voz,100
H,30,3,64800.0,N,Errores en la Solicitud,9,20,0,30-39,Internet-voz,350
M,47,2,63749.0,S,No Aplica,1,27,1,40-49,Internet-voz,100
H,44,1,61965.0,O,No Aplica,10,17,1,40-49,Internet-voz,250
M,39,1,63749.0,O,No Aplica,2,11,1,30-39,Internet-voz,100
M,49,3,70549.0,N,No Aplica,3,23,1,40-49,Internet-voz,200
H,31,3,74399.0,S,No Aplica,5,23,1,30-39,Internet-voz,300
H,20,1,61965.0,O,Tiempos y Procesos,8,12,0,18-29,Internet-voz,250
H,65,4,66399.0,S,No Aplica,3,19,1,60-69,Internet-voz,200
H,31,1,61965.0,O,No Aplica,10,9,1,30-39,Internet-voz,250
H,23,6,63749.0,S,No Aplica,4,29,1,18-29,Internet-voz,100
H,26,4,70549.0,N,No Aplica,4,25,1,18-29,Internet-voz,200
H,28,2,63749.0,O,No Aplica,2,6,1,18-29,Internet-voz,100
H,63,1,55120.0,O,No Aplica,12,7,1,60-69,Internet,250
H,35,3,61965.0,C,No Aplica,9,27,1,30-39,Internet-voz,250
M,26,2,63749.0,O,Financiero,2,26,0,18-29,Internet-voz,100
H,48,1,61965.0,O,Errores en la Solicitud,12,18,0,40-49,Internet-voz,250
H,56,1,68850.0,O,No Aplica,11,22,1,50-59,Internet-voz,350
M,20,2,63749.0,C,No Aplica,5,7,1,18-29,Internet-voz,100
H,29,3,68850.0,S,No Aplica,8,13,1,18-29,Internet-voz,350
H,44,5,63749.0,C,No Aplica,2,10,1,40-49,Internet-voz,100
H,65,3,64800.0,N,No Aplica,12,28,1,60-69,Internet-voz,350
M,25,1,61965.0,O,No Aplica,8,12,1,18-29,Internet-voz,250
H,57,5,56249.0,S,Errores en la Solicitud,2,13,0,50-59,Internet,100
M,38,3,61965.0,C,No Aplica,8,13,1,30-39,Internet-voz,250
M,34,5,82365.0,S,No Aplica,12,5,1,30-39,Internet,350
H,56,3,63749.0,N,No Aplica,2,9,1,50-59,Internet-voz,100
M,57,3,63749.0,S,Tiempos y Procesos,5,24,0,50-59,Internet-voz,100
M,43,4,77520.0,S,No Aplica,7,10,1,40-49,Internet,350
H,47,3,79049.0,O,No Aplica,4,26,1,40-49,Internet-voz,300
H,26,2,74399.0,C,No Aplica,5,3,1,18-29,Internet-voz,300
H,31,3,79049.0,C,No Aplica,4,8,1,30-39,Internet-voz,300
H,65,1,70549.0,O,No Aplica,2,1,1,60-69,Internet-voz,200
M,56,1,63749.0,O,No Aplica,2,26,1,50-59,Internet-voz,100
H,65,2,69749.0,O,No Aplica,5,21,1,60-69,Internet,300
M,47,1,63749.0,O,Financiero,4,5,0,40-49,Internet-voz,100
H,66,5,79049.0,S,No Aplica,5,14,1,60-69,Internet-voz,300
H,64,1,56249.0,O,No Aplica,8,22,1,60-69,Internet,100
H,58,3,79049.0,O,Otro,1,5,0,50-59,Internet-voz,300
M,43,1,70549.0,O,Financiero,4,26,0,40-49,Internet-voz,200
H,41,3,74399.0,C,Otro,1,18,0,40-49,Internet-voz,300
M,60,2,79049.0,C,Errores en la Solicitud,4,26,0,60-69,Internet-voz,300
H,43,4,76415.0,S,No Aplica,8,22,1,40-49,Internet-voz,250
H,30,2,74399.0,S,Errores en la Solicitud,1,26,0,30-39,Internet-voz,300
H,26,6,79049.0,S,No Aplica,6,18,1,18-29,Internet-voz,300
H,42,2,56249.0,O,Financiero,6,9,0,40-49,Internet,100
M,36,1,61965.0,O,No Aplica,9,7,1,30-39,Internet-voz,250
M,25,1,61965.0,S,No Aplica,11,26,1,18-29,Internet-voz,250
H,62,2,63749.0,O,No Aplica,4,24,1,60-69,Internet-voz,100
H,44,1,63749.0,O,No Aplica,3,16,1,40-49,Internet-voz,100
M,26,2,63749.0,C,No Aplica,1,20,1,18-29,Internet-voz,100
M,66,1,63749.0,O,Financiero,5,28,0,60-69,Internet-voz,100
H,64,1,61965.0,O,No Aplica,9,25,1,60-69,Internet-voz,250
H,43,2,68850.0,C,No Aplica,10,9,1,40-49,Internet-voz,350
M,44,3,55120.0,C,Financiero,2,27,0,40-49,Internet,250
M,46,2,68850.0,C,No Aplica,11,7,1,40-49,Internet-voz,350
H,63,2,70549.0,C,Otro,2,18,0,60-69,Internet-voz,200
H,46,2,64800.0,O,Doble Solicitud,1,29,0,40-49,Internet-voz,350
H,51,6,79049.0,C,Doble Solicitud,3,18,0,50-59,Internet-voz,300
M,53,5,79049.0,C,No Aplica,6,22,1,50-59,Internet-voz,300
M,23,4,69749.0,S,Financiero,6,25,0,18-29,Internet,300
H,34,5,69749.0,N,No Aplica,7,24,1,30-39,Internet,300
H,57,3,61965.0,N,Errores en la Solicitud,7,24,0,50-59,Internet-voz,250
H,34,1,63749.0,C,Financiero,5,10,0,30-39,Internet-voz,100
H,24,3,58320.0,S,No Aplica,10,5,1,18-29,Internet-voz,250
H,38,2,63749.0,O,No Aplica,6,4,1,30-39,Internet-voz,100
H,28,5,79049.0,S,Falta de Interés,5,15,0,18-29,Internet-voz,300
M,40,2,68850.0,C,No Aplica,10,8,1,40-49,Internet-voz,350
H,33,5,70549.0,N,No Aplica,1,16,1,30-39,Internet-voz,200
H,66,3,55120.0,C,No Aplica,7,6,1,60-69,Internet,250
H,25,2,61965.0,O,Financiero,8,17,0,18-29,Internet-voz,250
H,45,3,70549.0,S,No Aplica,1,10,1,40-49,Internet-voz,200
M,37,5,74399.0,O,No Aplica,3,14,1,30-39,Internet,300
M,65,4,63749.0,S,No Aplica,3,14,1,60-69,Internet-voz,100
H,55,1,61965.0,C,Tiempos y Procesos,9,18,0,50-59,Internet-voz,250
H,53,2,68850.0,O,Errores en la Solicitud,7,22,0,50-59,Internet-voz,350
H,22,2,79049.0,N,No Aplica,4,27,1,18-29,Internet-voz,300
H,25,2,62250.0,C,No Aplica,10,9,1,18-29,Internet,200
M,34,2,79049.0,S,Financiero,4,22,0,30-39,Internet-voz,300
M,45,1,59999.0,O,No Aplica,3,9,1,40-49,Internet,100
H,23,3,61965.0,N,No Aplica,7,10,1,18-29,Internet-voz,250
H,20,3,68850.0,N,No Aplica,10,17,1,18-29,Internet-voz,350
H,66,3,70549.0,N,No Aplica,3,22,1,60-69,Internet-voz,200
H,64,5,63749.0,S,Financiero,4,10,0,60-69,Internet-voz,100
H,23,3,79049.0,C,Otro,1,10,0,18-29,Internet-voz,300
H,29,2,55120.0,O,No Aplica,12,3,1,18-29,Internet,250
H,35,1,68850.0,O,No Aplica,8,24,1,30-39,Internet-voz,350
H,46,1,55120.0,O,No Aplica,12,24,1,40-49,Internet,250
M,26,4,63749.0,S,No Aplica,4,26,1,18-29,Internet-voz,100
H,32,3,69999.0,N,No Aplica,4,4,1,30-39,Internet-voz,80
H,57,2,68850.0,S,Financiero,9,8,0,50-59,Internet-voz,350
H,48,3,55120.0,N,No Aplica,10,15,1,40-49,Internet,250
H,29,1,79049.0,O,No Aplica,5,27,1,18-29,Internet-voz,300
H,65,2,63749.0,C,Errores en la Solicitud,6,2,0,60-69,Internet-voz,100
H,32,3,62800.0,O,No Aplica,1,29,1,30-39,Internet,350
H,44,3,68850.0,N,No Aplica,7,8,1,40-49,Internet-voz,350
H,44,6,79049.0,C,No Aplica,3,16,1,40-49,Internet-voz,300
H,29,3,63749.0,C,No Aplica,4,25,1,18-29,Internet-voz,100
H,19,4,79049.0,S,No Aplica,1,16,1,18-29,Internet-voz,300
H,57,2,55120.0,C,No Aplica,12,19,1,50-59,Internet,250
H,56,1,61965.0,O,No Aplica,10,22,1,50-59,Internet-voz,250
H,45,1,63749.0,S,Tiempos y Procesos,5,29,0,40-49,Internet-voz,100
H,38,2,79049.0,C,No Aplica,6,26,1,30-39,Internet-voz,300
M,55,3,55120.0,N,Financiero,7,16,0,50-59,Internet,250
H,38,2,68850.0,N,No Aplica,9,27,1,30-39,Internet-voz,350
H,44,3,79049.0,N,Otro,1,11,0,40-49,Internet-voz,300
M,19,1,61965.0,O,Falta de Interés,7,8,0,18-29,Internet-voz,250
M,42,4,67920.0,S,Otro,8,22,0,40-49,Internet,250
H,61,4,74399.0,S,No Aplica,5,17,1,60-69,Internet-voz,300
H,46,3,66399.0,N,Financiero,4,21,0,40-49,Internet-voz,200
H,40,2,79049.0,C,Tiempos y Procesos,6,26,0,40-49,Internet-voz,300
H,35,2,63749.0,N,No Aplica,5,17,1,30-39,Internet-voz,100
M,18,1,56249.0,O,Falta de Interés,8,10,0,18-29,Internet,100
H,28,2,62250.0,O,Financiero,1,29,0,18-29,Internet,200
H,49,2,68850.0,O,No Aplica,9,16,1,40-49,Internet-voz,350
H,50,2,55120.0,S,No Aplica,9,27,1,50-59,Internet,250
H,52,1,68850.0,S,No Aplica,11,29,1,50-59,Internet-voz,350
H,65,3,68850.0,N,No Aplica,11,1,1,60-69,Internet-voz,350
M,64,3,62250.0,S,Otro,2,19,0,60-69,Internet,200
H,54,1,61965.0,O,No Aplica,9,13,1,50-59,Internet-voz,250
H,66,1,68850.0,S,Financiero,11,11,0,60-69,Internet-voz,350
H,47,1,79049.0,O,No Aplica,5,16,1,40-49,Internet-voz,300
H,25,3,63749.0,N,No Aplica,5,27,1,18-29,Internet-voz,100
H,53,2,79049.0,N,No Aplica,6,8,1,50-59,Internet-voz,300
H,36,6,79049.0,C,Errores en la Solicitud,3,18,0,30-39,Internet-voz,300
M,58,1,61965.0,O,No Aplica,10,14,1,50-59,Internet-voz,250
M,39,2,61965.0,S,No Aplica,10,29,1,30-39,Internet-voz,250
H,23,2,69749.0,N,Falta de Interés,8,4,0,18-29,Internet,300
M,18,4,70549.0,S,No Aplica,3,27,1,18-29,Internet-voz,200
H,47,3,61965.0,C,Otro,7,10,0,40-49,Internet-voz,250
H,41,5,70549.0,S,Falta de Interés,1,17,0,40-49,Internet-voz,200
H,57,2,70549.0,C,No Aplica,5,21,1,50-59,Internet-voz,200
H,55,5,69749.0,S,Otro,1,22,0,50-59,Internet,300
H,59,2,63749.0,C,Financiero,4,13,0,50-59,Internet-voz,100
H,28,3,58320.0,S,No Aplica,9,24,1,18-29,Internet-voz,250
H,46,1,63749.0,O,No Aplica,6,16,1,40-49,Internet-voz,100
H,23,3,74399.0,S,No Aplica,10,9,1,18-29,Internet-voz,300
M,20,2,70549.0,C,No Aplica,1,20,1,18-29,Internet-voz,200
H,47,1,63749.0,O,Financiero,5,2,0,40-49,Internet-voz,100
H,36,2,59999.0,S,Financiero,9,5,0,30-39,Internet-voz,100
M,50,2,69749.0,S,No Aplica,9,11,1,50-59,Internet,300
M,27,1,59999.0,O,Otro,10,9,0,18-29,Internet-voz,100
M,21,2,63749.0,C,Tiempos y Procesos,3,27,0,18-29,Internet-voz,100
H,62,4,76415.0,S,No Aplica,9,26,1,60-69,Internet-voz,250
M,50,3,70549.0,S,Financiero,2,6,0,50-59,Internet-voz,200
H,24,2,56249.0,C,Otro,2,12,0,18-29,Internet,100
H,36,5,79049.0,C,No Aplica,5,14,1,30-39,Internet-voz,300
H,41,2,79049.0,C,No Aplica,3,5,1,40-49,Internet-voz,300
M,20,3,56249.0,S,Otro,7,10,0,18-29,Internet,100
H,45,3,62250.0,C,No Aplica,4,17,1,40-49,Internet,200
H,35,4,70549.0,S,No Aplica,6,25,1,30-39,Internet-voz,200
M,40,2,70549.0,N,Errores en la Solicitud,3,14,0,40-49,Internet-voz,200
H,41,2,70549.0,N,Errores en la Solicitud,5,24,0,40-49,Internet-voz,200
M,47,3,68850.0,S,No Aplica,11,29,1,40-49,Internet-voz,350
M,45,1,61965.0,O,No Aplica,12,13,1,40-49,Internet-voz,250
H,29,2,70549.0,N,No Aplica,5,29,1,18-29,Internet-voz,200
H,62,2,61965.0,C,Financiero,11,2,0,60-69,Internet-voz,250
H,40,2,79049.0,O,No Aplica,4,9,1,40-49,Internet-voz,300
H,33,1,61965.0,O,No Aplica,8,21,1,30-39,Internet-voz,250
M,37,2,74999.0,O,Financiero,4,4,0,30-39,Internet-voz,100
M,40,2,63749.0,O,Financiero,4,15,0,40-49,Internet-voz,100
H,26,6,79049.0,C,No Aplica,2,8,1,18-29,Internet-voz,300
H,43,1,63749.0,O,No Aplica,6,25,1,40-49,Internet-voz,100
M,40,2,70549.0,N,Tiempos y Procesos,2,24,0,40-49,Internet-voz,200
M,22,1,70549.0,O,No Aplica,6,12,1,18-29,Internet-voz,200
M,21,2,79049.0,O,Errores en la Solicitud,2,18,0,18-29,Internet-voz,300
H,21,4,74399.0,S,Otro,12,16,0,18-29,Internet-voz,300
H,64,4,79049.0,N,No Aplica,4,26,1,60-69,Internet-voz,300
H,41,4,70549.0,N,Financiero,1,22,0,40-49,Internet-voz,200
